,id,type,x,y,distances
174,8768,A,737.98,1354.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06573413349278345, 0.24762182601975713]"
175,8771,A,1341.94,1046.99,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
176,8773,A,1376.86,1046.99,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.0]"
177,8775,A,1478.86,1046.99,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.0]"
178,8777,A,1588.39,998.06,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11960741489920679]"
179,8779,A,1580.62,944.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
180,8781,A,1503.34,910.13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
181,8783,A,1369.54,910.13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
182,8785,A,1325.65,919.82,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
183,8787,A,1325.65,953.18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.11960741489920679]"
184,8789,A,1369.54,903.71,"[0.0, 0.0009999999999998899, 0.0, 0.0, 0.0008406616918543719, 0.0, 0.0, 2.4014869928866345, 5.227265538534658]"
185,8791,A,1423.99,885.38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12780661909018587]"
186,8793,A,1423.99,800.06,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11960741489920679]"
187,8806,A,1749.6,1454.1665,"[0.0, 0.0006500705272607377, 0.0013289562948557432, 0.0012233029699437736, 0.0017166100919601135, 0.0006514389082532546, 0.0007301650447448793, 2.616533234059438, 4.651058580872208]"
188,8809,A,1957.54,1491.59,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
189,8811,A,1947.7,1491.59,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
190,8814,A,1977.58,1180.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06573413349278345, 0.12780661909018587]"
191,8816,A,1988.02,1180.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
192,8818,A,2063.5,1180.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.12780661909018587]"
193,8820,A,2053.18,1180.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
194,8822,A,2063.5,1174.43,"[0.0, 0.0009999999999998899, 0.0, 0.0, 0.0008406616918543719, 0.0, 0.0, 2.4014869928866345, 5.065539458894744]"
195,8824,A,2053.18,1174.43,"[0.0, 0.0009999999999998899, 0.0, 0.0, 0.0008406616918543719, 0.0, 0.0, 2.4014869928866345, 5.1724181022128874]"
196,8826,A,1977.58,1086.29,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06573413349278345, 0.12780661909018587]"
197,8828,A,1988.02,1086.29,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
198,8830,A,2063.5,1086.29,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.12780661909018587]"
199,8832,A,2053.18,1086.29,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
200,8834,A,2063.5,1079.75,"[0.0, 0.0009999999999998899, 0.0, 0.0, 0.0008406616918543719, 0.0, 0.0, 2.4014869928866345, 5.065539458894744]"
201,8836,A,2053.18,1079.75,"[0.0, 0.0009999999999998899, 0.0, 0.0, 0.0008406616918543719, 0.0, 0.0, 2.4014869928866345, 5.1724181022128874]"
202,8838,A,1977.58,996.41,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06573413349278345, 0.12780661909018587]"
203,8840,A,1988.02,996.41,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
204,8842,A,2063.5,996.41,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.12780661909018587]"
205,8844,A,2053.18,996.41,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
206,8846,A,2028.34,984.23,"[0.0, 0.0009999999999998899, 0.0, 0.0, 0.0008406616918543719, 0.0, 0.0, 2.4014869928866345, 5.227265538534658]"
207,8848,A,2018.14,984.23,"[0.0, 0.0009999999999998899, 0.0, 0.0, 0.0008406616918543719, 0.0, 0.0, 2.4014869928866345, 5.227265538534658]"
208,8850,A,2047.78,815.45,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
209,8852,A,2037.58,815.45,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.12780661909018587]"
210,8854,A,1965.13,847.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
211,8856,A,1965.13,857.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
212,8858,A,2072.35,878.42,"[0.0, 0.0, 0.0, 0.0, 0.0008406616918543719, 0.00026618452406701465, 0.0, 2.518413597419382, 5.279600708014675]"
213,8860,A,2072.35,888.62,"[0.0, 0.0, 0.0, 0.0, 0.0008406616918543719, 0.00026618452406701465, 0.0, 2.518413597419382, 5.279600708014675]"
214,8862,A,2072.35,779.66,"[0.0, 0.0, 0.0, 0.0, 0.0008406616918543719, 0.00026618452406701465, 0.0, 2.518413597419382, 5.279600708014675]"
215,8864,A,2072.35,789.86,"[0.0, 0.0, 0.0, 0.0, 0.0008406616918543719, 0.00026618452406701465, 0.0, 2.518413597419382, 5.279600708014675]"
216,8866,A,2047.78,737.81,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.23919282687674936]"
217,8868,A,2037.58,737.81,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.24762182601975713]"
218,8870,A,1965.13,748.82,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.11960741489920679]"
219,8872,A,1965.13,759.14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
220,8874,A,2047.78,731.27,"[0.0, 0.0009999999999998899, 0.0, 0.0, 0.0008406616918543719, 0.0, 0.0, 2.2846945341449656, 5.120995299796938]"
221,8876,A,2001.01,661.22,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.11960741489920679]"
222,8878,A,2001.01,671.42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.11960741489920679]"
223,8880,A,2048.26,628.37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
224,8882,A,2038.06,628.37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
225,8884,A,1975.06,703.43,"[0.0, 0.0009999999999998899, 0.0, 0.0, 0.0008406616918543719, 0.0, 0.0, 2.4014869928866345, 5.1724181022128874]"
226,8886,A,1964.86,703.43,"[0.0, 0.0009999999999998899, 0.0, 0.0, 0.0008406616918543719, 0.0, 0.0, 2.4014869928866345, 5.1724181022128874]"
227,8888,A,1629.43,472.46,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
228,8890,A,1539.43,472.46,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
229,8892,A,1539.43,460.94,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00798157808430755]"
230,8894,A,1458.7,769.91,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.0]"
231,8896,A,1505.74,769.91,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
232,8898,A,1581.34,769.91,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
233,8900,A,1430.41,633.02,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.11960741489920679]"
234,8902,A,1403.38,628.49,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
235,8904,A,1357.3,628.49,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
236,8906,A,1374.34,628.49,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.12780661909018587]"
237,8908,A,1329.58,628.49,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
238,9001,A,444.1,627.05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12780661909018587]"
239,9003,A,385.3,627.17,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
240,9010,A,888.55,1104.14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11029439172636346, 0.12780661909018587]"
241,9018,A,824.53,1346.42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.22742007073930282]"
242,9023,A,888.55,800.78,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11960741489920679]"
